customer_id,community
5564-NEMQO,3
2233-FAGXV,4
5605-IYGFG,1
7663-ZTEGJ,2
3935-TBRZZ,5
8111-BKVDS,1
2055-SIFSS,3
2806-MLNTI,3
8734-DKSTZ,1
4360-PNRQB,2
6152-ONASV,0
9063-ZGTUY,5
7781-HVGMK,0
2181-UAESM,1
2957-LOLHO,2
6048-NJXHX,5
2320-SLKMB,1
4980-URKXC,4
4376-KFVRS,0
5886-VLQVU,2
3577-AMVUX,1
0771-WLCLA,2
5628-RKIFK,3
0206-TBWLC,0
2937-FTHUR,2
1910-FMXJM,2
7752-XUSCI,0
4110-PFEUZ,1
0732-OCQOC,5
5168-MSWXT,1
1090-ESELR,0
8592-PLTMQ,5
5760-WRAHC,3
8847-GEOOQ,0
0256-LTHVJ,2
4785-FCIFB,5
8313-NDOIA,2
5149-CUZUJ,2
0942-KOWSM,2
4237-CLSMM,4
1452-VOQCH,1
4719-UMSIY,4
6614-VBEGU,2
0880-TKATG,1
3811-VBYBZ,1
1480-BKXGA,3
2996-XAUVF,0
9076-AXYIK,3
5968-XQIVE,0
8896-RAZCR,5
4640-UHDOS,2
4933-IKULF,6
3583-EKAPL,1
1304-BCCFO,1
4104-PVRPS,2
9399-APLBT,1
2359-KMGLI,2
3780-DDGSE,3
4431-EDMIQ,1
0306-JAELE,1
6227-HWPWX,2
0486-LGCCH,4
0447-BEMNG,0
4612-SSVHJ,3
5168-MQQCA,0
5949-XIKAE,1
7971-HLVXI,0
9094-AZPHK,2
3649-JPUGY,0
4472-LVYGI,1
8372-JUXUI,1
3552-CTCYF,0
6778-YSNIH,1
0388-EOPEX,1
5756-OZRIO,3
6579-JPICP,4
8205-OTCHB,1
4134-BSXLX,2
0505-SPOOW,5
6235-VDHOM,3
7783-YKGDV,2
4374-YMUSQ,2
4513-CXYIX,3
3957-HHLMR,0
7803-XOCCZ,0
5736-YEJAX,0
5609-CEBID,3
8981-FJGLA,1
7218-HKQFK,1
4636-QRJKY,1
1135-LMECX,4
4332-MUOEZ,3
8535-SFUTN,0
5956-VKDTT,3
8677-HDZEE,0
2475-MROZF,2
9412-GHEEC,2
3482-ABPKK,2
6705-LXORM,3
0257-ZESQC,3
7531-GQHME,4
5174-ITUMV,0
4109-CYRBD,3
0913-XWSCN,0
6825-UYPFK,2
8397-MVTAZ,2
0750-EBAIU,0
8606-CIQUL,3
3571-DPYUH,0
7601-GNDYK,5
0356-OBMAC,3
8067-NIOYM,4
1403-GYAFU,5
4234-XTNEA,1
1297-VQDRP,3
9282-IZGQK,1
5348-CAGXB,2
0621-HJWXJ,0
5844-QVTAT,2
8905-IAZPF,0
5394-MEITZ,0
6859-QNXIQ,0
2782-LFZVW,1
2866-IKBTM,4
1342-JPNKI,1
2817-NTQDO,1
7129-AZJDE,2
6986-IJDHX,2
2560-PPCHE,0
4676-MQUEA,3
8138-EALND,4
3580-HYCSP,0
1352-HNSAW,0
2075-PUEPR,5
1982-FEBTD,5
5301-GAUUY,2
5791-KAJFD,0
2654-VBVPB,4
1154-HYWWO,2
2501-XWWTZ,1
3716-UVSPD,1
6815-ABQFQ,0
7343-EOBEU,4
3701-SFMUH,1
6103-LIANB,0
7319-VENRZ,1
5846-NEQVZ,0
6967-QIQRV,2
5781-RFZRP,0
0939-YAPAF,2
0308-IVGOK,1
7293-LSCDV,5
7025-WCBNE,3
5756-JYOJT,1
4710-FDUIZ,0
6030-REHUX,3
9548-LIGTA,0
5150-LJNSR,2
8270-RKSAP,1
6522-YRBXD,3
2640-LYMOV,4
1218-VKFPE,4
3627-FHKBK,1
2865-TCHJW,3
1423-BMPBQ,4
2393-DIVAI,4
5192-EBGOV,3
4568-KNYWR,0
8752-IMQOS,4
0742-LAFQK,0
0795-LAFGP,0
0619-OLYUR,0
5512-IDZEI,5
0459-SPZHJ,0
0215-BQKGS,2
9244-ZVAPM,1
0719-SYFRB,2
8208-EUMTE,1
5172-MIGPM,1
1710-RCXUS,0
0374-FIUCA,5
5839-SUYVZ,2
5173-ZXXXL,4
1096-ADRUX,0
2001-MCUUW,0
2731-GJRDG,2
4723-BEGSG,0
6516-NKQBO,0
8672-OAUPW,0
8207-DMRVL,0
3419-SNJJD,3
6543-CPZMK,1
4765-OXPPD,1
2804-ETQDK,5
6689-VRRTK,3
7138-GIRSH,0
9396-ZSFLL,2
6464-KEXXH,1
7134-MJPDY,3
5240-CAOYT,0
4059-IIEBK,1
4881-JVQOD,3
0516-UXRMT,0
4851-BQDNX,2
5148-HKFIR,4
1009-IRMNA,4
3003-CMDUU,2
5016-IBERQ,2
6797-UCJHZ,3
2469-DTSGX,3
4554-YGZIH,3
5099-BAILX,3
9931-KGHOA,2
1775-KWJKQ,0
7665-VIGUD,4
9411-TPQQV,1
7207-RMRDB,0
7954-MLBUN,2
2077-DDHJK,0
4913-EHYUI,3
0195-IESCP,1
9574-BOSMD,5
4580-TMHJU,2
0970-ETWGE,1
4908-XAXAY,3
8404-VLQFB,4
1626-ERCMM,3
0887-HJGAR,1
2391-IPLOP,0
5644-PDMZC,3
3509-GWQGF,3
9576-ANLXO,1
2024-BASKD,1
5845-BZZIB,5
1140-UKVZG,4
4160-AMJTL,6
5183-SNMJQ,1
8100-PNJMH,0
7838-LAZFO,2
4464-JCOLN,4
2085-JVGAD,5
5650-VDUDS,1
8095-WANWK,1
3030-ZKIWL,4
9565-FLVCG,0
8755-OGKNA,5
2800-VEQXM,1
7538-GWHML,1
5533-RJFTJ,0
3859-CVCET,1
0214-JHPFW,0
5642-MHDQT,5
3088-FVYWK,5
3276-HDUEG,1
9092-GDZKO,4
0823-HSCDJ,3
3729-OWRVL,3
2324-AALNO,5
0822-GAVAP,1
5760-IFJOZ,1
2826-UWHIS,2
1448-PWKYE,1
7501-IWUNG,0
4957-TREIR,1
7251-LJBQN,3
8040-MNRTF,1
1536-HBSWP,1
5313-FPXWG,5
0067-DKWBL,3
0946-FKYTX,1
5076-YVXCM,0
8262-COGGB,4
6663-JOCQO,2
9620-QJREV,5
2276-YDAVZ,1
2682-KEVRP,6
2480-JZOSN,4
0078-XZMHT,0
5896-NPFWW,1
9978-HYCIN,3
8338-QIUNR,0
1525-LNLOJ,0
9450-TRJUU,2
1766-GKNMI,2
6942-LBFDP,4
1456-TWCGB,1
7133-VBDCG,2
7596-ZYWBB,0
8329-UTMVM,3
3014-WJKSM,2
3347-YJZZE,2
1029-QFBEN,4
7929-DMBCV,2
9661-JALZV,5
5433-KYGHE,2
4312-KFRXN,5
5575-TPIZQ,2
0114-IGABW,0
9944-AEXBM,2
1853-ARAAQ,1
6952-OMNWB,3
4697-LUPSU,4
8434-VGEQQ,5
4952-YSOGZ,1
1589-AGTLK,1
5244-IRFIH,3
6549-YMFAW,6
4950-HKQTE,4
6786-OBWQR,1
2684-EIWEO,3
2753-JMMCV,0
6439-GTPCA,2
6621-YOBKI,4
1216-JWVUX,2
7564-GHCVB,0
1173-NOEYG,2
7595-EHCDL,1
6647-ZEDXT,2
2521-NPUZR,0
1307-TVUFB,3
7503-MIOGA,3
4381-MHQDC,0
6923-JHPMP,1
5138-WVKYJ,1
4018-PPNDW,5
1635-FJFCC,1
2499-AJYUA,3
6919-ELBGL,3
3966-HRMZA,3
6425-JWTDV,5
8405-IGQFX,0
8224-IVVPA,2
9477-LGWQI,0
1410-RSCMR,1
3115-CZMZD,4
0139-IVFJG,1
6683-VLCTZ,3
5730-DBDSI,5
0030-FNXPP,4
2189-WWOEW,2
5684-FJVYR,0
4013-GUXND,4
1894-IGFSG,2
7379-POKDZ,1
1266-NZYUI,0
7969-FFOWG,5
4718-DHSMV,1
5175-WLYXL,2
7817-OMJNA,4
8728-SKJLR,2
3137-NYQQI,2
7706-DZNKK,4
0236-HFWSV,2
3900-AQPHZ,4
5842-POCOP,1
2037-XJFUP,2
8823-RLPWL,0
9505-SQFSW,1
7314-OXENN,1
3758-CKOQL,0
0322-CHQRU,1
5676-CFLYY,0
7521-AFHAB,1
0285-INHLN,2
4678-DVQEO,1
5125-CNDSP,1
0691-IFBQW,3
4992-LTJNE,0
2202-OUTMO,2
0810-BDHAW,2
0229-LFJAF,0
7131-ZQZNK,0
3442-ZHHCC,0
5726-CVNYA,4
9871-ELEYA,2
4257-GAESD,1
5173-WXOQV,1
2040-OBMLJ,2
6286-ZHAOK,4
3807-XHCJH,4
3009-JWMPU,0
5671-RQRLP,3
1450-GALXR,1
8859-AXJZP,5
3174-AKMAS,2
3138-BKYAV,1
9926-PJHDQ,0
7382-DFJTU,2
2798-NYLMZ,0
4289-DTDKW,2
1820-TQVEV,1
2239-JALAW,0
4853-RULSV,0
8098-TDCBU,5
3551-GAEGL,1
4785-NKHCX,6
3196-NVXLZ,2
6275-YDUVO,1
0036-IHMOT,0
0115-TFERT,2
4178-EGMON,0
4220-TINQT,0
5318-YKDPV,0
7975-TZMLR,0
0295-QVKPB,1
4335-BSMJS,5
2311-QYMUQ,2
3643-AHCFP,3
9146-JRIOX,4
3104-OWCGK,0
5337-IIWKZ,1
9101-BWFSS,0
9650-VBUOG,5
3487-EARAT,0
2672-TGEFF,2
9231-ZJYAM,3
4250-WAROZ,3
8184-WMOFI,0
6982-SSHFK,1
6092-QZVPP,2
4625-LAMOB,5
0727-BMPLR,3
0392-BZIUW,0
1038-ZAGBI,4
6549-NNDYT,1
3027-ZTDHO,1
0422-OHQHQ,4
6916-HIJSE,0
2316-ESMLS,1
9778-OGKQZ,0
7408-OFWXJ,0
6007-TCTST,0
2252-NKNSI,0
8713-IGZSO,4
7905-TVXTA,1
7695-PKLCZ,5
2382-BCKQJ,0
8374-UULRV,0
2207-NHRJK,1
3224-DFQNQ,0
5275-PMFUT,0
4795-UXVCJ,4
9777-IQHWP,0
0947-MUGVO,3
9944-HKVVB,1
4124-MMETB,2
3671-SHRSP,1
0979-MOZQI,0
2732-ISEZX,4
3313-QKNKB,0
0323-XWWTN,4
1937-OTUKY,0
1573-LGXBA,0
1764-VUUMT,5
5073-WXOYN,0
4713-ZBURT,0
3050-GBUSH,1
0207-MDKNV,2
7876-AEHIG,0
7945-HLKEA,0
9342-VNIMQ,2
9851-KIELU,1
3523-BRGUW,6
3908-BLSYF,1
3199-NPKCN,0
5170-PTRKA,1
4661-NJEUX,4
2123-AGEEN,3
1258-YMZNM,3
0048-LUMLS,2
7549-MYGPK,0
5898-IGSLP,2
3804-RVTGV,0
6259-WJQLC,3
9227-LUNBG,1
7997-EASSD,0
0730-KOAVE,2
8975-SKGRX,0
0678-RLHVP,0
4315-MURBD,2
2267-FPIMA,0
1051-GEJLJ,4
9734-YWGEX,1
2719-BDAQO,2
5285-MVEHD,0
0379-DJQHR,0
0781-LKXBR,3
5543-QDCRY,1
0297-RBCSG,2
4694-PHWFW,4
0835-JKADZ,0
1907-UBQFC,3
7508-SMHXL,3
3865-YIOTT,0
5993-BQHEA,4
6024-RUGGH,5
6513-EECDB,3
3956-CJUST,3
4079-WWQQQ,0
6103-BOCOU,2
5149-TGWDZ,2
7471-WNSUF,5
8942-DBMHZ,4
4301-VVZKA,2
9199-PWQVC,0
4824-GUCBY,3
5393-HJZSM,2
7074-IEVOJ,3
9625-QSTYE,2
0862-PRCBS,0
8812-ZRHFP,2
5146-CBVOE,2
0454-OKRCT,2
5787-KXGIY,5
4750-ZRXIU,3
4198-VFOEA,1
6630-UJZMY,3
5709-LVOEQ,1
6400-BWQKW,1
2692-AQCPF,0
0347-UBKUZ,4
0835-DUUIQ,4
0811-GSDTP,1
7567-ECMCM,2
6115-ZTBFQ,0
6353-BRMMA,0
6680-WKXRZ,1
6231-WFGFH,4
9904-EHEVJ,3
7028-DVOIQ,3
6169-PPETC,5
4208-UFFGW,3
8584-KMVXD,1
8467-WYNSR,2
0851-DFJKB,2
5382-SOYZL,2
9448-REEVD,1
3261-CQXOL,5
8388-FYNPZ,1
4002-BQWPQ,2
5651-YLPRD,2
2826-DXLQO,3
4378-BZYFP,4
9489-UTFKA,3
4849-PYRLQ,3
9117-SHLZX,1
9889-TMAHG,3
4541-RMRLG,4
7764-BDPEE,4
3429-IFLEM,0
3158-MOERK,1
7294-TMAOP,1
5002-GCQFH,0
0556-FJEGU,0
8919-FYFQZ,3
0604-THJFP,0
2834-JRTUA,0
5875-YPQFJ,1
5879-SESNB,1
6646-QVXLR,3
6461-PPAXN,2
3318-ISQFQ,4
1106-HRLKZ,5
2483-XSSMZ,2
8603-IJWDN,1
8165-ZJRNM,5
9369-XFEHK,3
2604-XVDAM,2
3717-OFRTN,4
9046-JBFWA,4
3280-NMUVX,4
1206-EHBDD,0
8361-LBRDI,5
4883-KCPZJ,5
9108-EQPNQ,4
7277-KAMWT,4
3842-IYKUE,2
6641-XRPSU,2
1374-DMZUI,3
2545-LXYVJ,5
3234-VKACU,1
8357-EQXFO,1
1989-PRJHP,3
8120-JDCAM,1
8917-FAEMR,4
7047-YXDMZ,4
2858-EIMXH,3
9524-EGPJC,2
6993-OHLXR,1
8818-XYFCQ,2
6419-ZTTLE,6
0929-HYQEW,1
6614-YOLAC,0
7426-RHZGU,1
4065-JJAVA,1
4695-VADHF,2
3863-IUBJR,2
7649-SIJJF,0
9361-YNQWJ,5
3748-FVMZZ,1
9391-TTOYH,4
1452-XRSJV,2
3422-WJOYD,2
8242-SOQUO,3
7460-ITWWP,3
7147-AYBAA,2
7868-TMWMZ,3
4822-RVYBB,3
6732-FZUGP,0
8436-BJUMM,2
4184-TJFAN,3
8329-GWVPJ,0
1352-VHKAJ,2
4145-UQXUQ,3
2632-TACXW,5
8146-QQKZH,0
1767-CJKBA,5
6445-TNRXS,0
4581-LNWUM,1
4869-EPIUS,0
9948-YPTDG,2
1236-WFCDV,3
1915-OAKWD,4
7296-PIXQY,2
4883-QICIH,2
3354-OADJP,1
3524-WQDSG,2
0810-DHDBD,0
4026-SKKHW,1
2829-HYVZP,4
8329-IBCTI,4
1271-SJBGZ,3
3845-JHAMY,1
7013-PSXHK,2
5669-SRAIP,1
5981-ITEMU,2
3486-NPGST,4
6941-PMGEP,1
1624-WOIWJ,1
2074-GKOWZ,1
0376-YMCJC,2
6100-FJZDG,4
4829-ZLJTK,3
1730-VFMWO,2
7143-BQIBA,1
3800-LYTRK,2
0634-SZPQA,2
9646-NMHXE,5
7030-NJVDP,2
5536-RTPWK,0
8883-GRDWQ,3
6166-ILMNY,1
3097-NNSPB,1
7771-ZONAT,1
0655-RBDUG,1
2111-DWYHN,4
4194-WHFCB,0
4121-AGSIN,5
4361-BKAXE,0
9845-PEEKO,3
0455-XFASS,1
0301-KOBTQ,4
1751-NCDLI,3
4367-NUYAO,4
9878-TNQGW,1
9170-ARBTB,5
4441-NIHPT,3
8999-BOHSE,3
7241-AJHFS,2
7029-RPUAV,3
4546-FOKWR,2
9036-CSKBW,0
5832-TRLPB,2
8590-YFFQO,0
8659-IOOPU,0
1338-CECEE,2
7439-DKZTW,1
4646-QZXTF,1
4607-CHPCA,2
9742-XOKTS,0
6921-OZMFH,1
9578-FOMUK,4
4712-UYOOI,4
8824-RWFXJ,1
7722-CVFXN,0
8717-VCTXJ,4
7363-QTBIW,1
4159-NAAIX,0
0971-QIFJK,5
9397-TZSHA,5
3391-JSQEW,2
0343-QLUZP,0
9763-PDTKK,1
2176-LVPNX,3
7627-JKIAZ,2
3312-UUMZW,2
1271-UODNO,2
8461-EFQYM,4
6900-RBKER,0
6891-JPYFF,0
1459-QNFQT,0
1047-NNCBF,2
3696-XRIEN,0
4081-DYXAV,1
0074-HDKDG,2
8791-GFXLZ,2
8111-SLLHI,3
0927-LCSMG,1
9330-DHBFL,2
0098-BOWSO,4
3452-ABWRL,3
5859-HZYLF,5
8257-RZAHR,2
5293-WXJAK,3
3156-QLHBO,4
2208-NQBCT,2
1779-PWPMG,3
6621-NRZAK,5
0831-JNISG,5
0774-IFUVM,1
3082-WQRVY,6
9553-DLCLU,2
1641-BYBTK,4
2460-NGXBJ,3
2446-ZKVAF,2
0841-NULXI,1
3522-CDKHF,2
1430-SFQSA,1
0411-EZJZE,1
7851-WZEKY,1
8844-TONUD,2
8807-ARQET,1
8992-CEUEN,4
4320-QMLLA,1
8777-PVYGU,0
8292-ITGYJ,5
6870-ZWMNX,0
0621-CXBKL,5
5268-DSMNQ,3
5334-JLAXU,0
4086-YQSNZ,3
6242-MBHPK,3
5868-CZJDR,1
9359-UGBTK,0
0135-NMXAP,2
4782-OSFXZ,3
6479-OAUSD,4
7129-ACFOG,1
4189-NAKJS,2
5562-BETPV,4
1282-IHQAC,3
9127-FHJBZ,0
6270-OMFIW,0
1641-RQDAY,3
0107-WESLM,4
6994-ORCWG,2
1346-UFHAX,2
3992-YWPKO,1
2933-XEUJM,0
0125-LZQXK,2
5461-QKNTN,3
4835-YSJMR,2
8399-YNDCH,3
3164-YAXFY,0
0887-WBJVH,0
4660-IRIBM,2
5673-FSSMF,1
7670-ZBPOQ,0
8089-UZWLX,3
0080-OROZO,2
3916-NRPAP,1
6807-SIWJI,2
8221-HVAYI,2
1579-KLYDT,1
5232-NXPAY,0
8967-SZQAS,2
4468-KAZHE,3
0455-ENTCR,0
8944-AILEF,4
5542-NKVRU,5
7126-RBHSD,2
5370-IIVVL,2
6789-HJBWG,2
3927-NLNRY,0
9087-EYCPR,5
6791-YBNAK,1
6358-LYNGM,1
6077-BDPXA,1
0013-MHZWF,1
5494-HECPR,1
8268-YDIXR,0
9824-BEMCV,2
1373-ORVIZ,1
4291-SHSBH,1
6980-IMXXE,5
9866-QEVEE,2
9897-KXHCM,1
0040-HALCW,5
0784-GTUUK,5
7979-CORPM,2
2294-DMMUS,0
0872-JCPIB,2
3055-MJDSB,1
9091-WTUUY,0
1618-CFHME,1
3165-HDOEW,1
6581-NQCBA,1
7115-IRDHS,5
8496-DMZUK,2
2040-VZIKE,0
9068-VPWQQ,0
0178-SZBHO,2
0384-RVBPI,2
1689-MRZQR,2
1299-AURJA,5
4525-VZCZG,0
1543-LLLFT,3
5835-BEQEU,1
2788-CJQAQ,4
5565-FILXA,3
0319-QZTCO,1
2120-SMPEX,4
0096-FCPUF,2
0668-OGMHD,1
5552-ZNFSJ,1
2223-KAGMX,4
6507-ZJSUR,3
9408-HRXRK,0
5593-SUAOO,2
7321-PKUYW,1
2833-SLKDQ,1
6766-HFKLA,0
7595-EUIVN,1
7617-EYGLW,4
2026-TGDHM,1
9220-ZNKJI,3
4030-VPZBD,1
2226-ICFDO,0
0723-VSOBE,3
5529-GIBVH,5
4187-CINZD,3
9992-UJOEL,1
4741-WWJQZ,1
6625-UTXEW,2
6818-WOBHJ,3
